match_id,match_seq_num,radiant_win,start_time,duration,avg_mmr,num_mmr,lobby_type,game_mode,avg_rank_tier,num_rank_tier,cluster
5216127502,4377046634,false,1580274557,2501,3618,2,7,22,53,7,236
5216127505,4377045496,false,1580274568,2253,3363,2,7,22,53,6,183
5216127506,4377047209,false,1580274568,2529,1040,1,7,22,32,2,151
5216127507,4377052087,false,1580274573,2904,627,1,7,22,22,4,188
5216127608,4377039118,true,1580274578,1796,3137,4,7,22,47,5,121
5216127619,4377042011,true,1580274580,2052,2624,2,7,22,28,8,227
5216127712,4377060368,true,1580274587,3431,4476,1,7,22,59,3,156
5216127715,4377046138,false,1580274587,2383,4055,1,7,22,49,2,156
5216127812,4377037656,true,1580274567,1641,4762,1,7,22,64,3,251
5216127814,4377049753,true,1580274578,2666,501,1,7,22,18,3,187
5216127815,4377047899,true,1580274589,2535,3111,1,7,22,31,8,181
5216127816,4377042148,true,1580274589,2065,2935,1,0,22,63,2,251
5216127903,4377041345,false,1580274596,2006,2160,1,7,22,34,3,184
5216127907,4377043011,true,1580274600,2161,1709,1,7,22,13,3,151
5216127912,4377040258,true,1580274598,1876,2364,2,7,22,42,2,153
5216128001,4377038548,true,1580274601,1767,2905,2,7,22,61,8,223
5216128002,4377038332,false,1580274596,1729,2499,1,7,22,46,5,251
5216128003,4377050391,true,1580274608,2475,1632,1,7,22,33,4,251
5216128015,4377040666,false,1580274607,1840,4258,4,7,22,68,8,121
5216128110,4377042220,false,1580274612,2059,3861,2,7,22,72,6,155
5216128115,4377053457,false,1580274613,2930,2472,3,0,22,35,2,122
5216128117,4377049781,false,1580274613,2337,3330,2,7,22,53,5,156
5216128200,4377068350,true,1580274621,4093,2957,2,0,22,46,3,251
5216128202,4377052182,true,1580274606,2600,4590,6,7,22,76,8,171
5216128203,4377049960,false,1580274617,2653,2310,1,7,22,42,5,155
5216128204,4377039982,true,1580274620,1906,4155,5,7,22,64,8,236
5216128206,4377056713,false,1580274616,3127,3611,7,7,22,62,10,186
5216128217,4377041131,false,1580274601,1966,4354,3,0,22,55,7,223
5216128301,4377037317,true,1580274595,1613,352,1,7,22,15,5,181
5216128305,4377042948,false,1580274622,1996,3489,5,7,22,60,6,251
5216128306,4377059699,true,1580274622,3453,1166,1,7,22,15,5,232
5216128319,4377042351,false,1580274606,2031,3362,2,7,22,64,4,123
5216128401,4377049723,true,1580274624,2697,3629,5,7,22,59,8,187
5216128402,4377045723,false,1580274630,2370,2740,5,7,22,50,9,181
5216128405,4377051918,true,1580274617,2839,2545,2,7,22,42,3,183
5216128416,4377047570,true,1580274634,2492,3552,1,7,22,50,4,151
5216128418,4377036381,true,1580274629,1533,1134,2,7,22,22,4,236
5216128419,4377048799,true,1580274623,2597,2428,3,7,22,43,4,144
5216128501,4377048863,true,1580274607,2538,2151,2,7,22,31,4,241
5216128514,4377046570,false,1580274641,2268,3651,1,7,22,42,3,121
5216128518,4377048732,false,1580274639,2485,3544,3,7,22,59,4,122
5216128606,4377052554,true,1580274641,2853,951,1,7,22,44,3,154
5216128607,4377051138,true,1580274647,2639,2882,2,7,22,52,6,111
5216128608,4377041865,true,1580274633,1952,2913,1,7,22,39,3,251
5216128609,4377050269,false,1580274636,2607,4293,5,7,22,68,9,227
5216128711,4377048067,true,1580274651,2520,2874,1,7,22,35,3,145
5216128712,4377036555,false,1580274653,1521,4522,6,7,22,72,9,123
5216128806,4377050834,false,1580274651,2657,3437,3,7,22,49,5,153
5216128818,4377055262,true,1580274657,3009,3748,6,0,22,59,8,227
5216128905,4377052251,true,1580274656,2864,2353,3,0,22,31,2,236
5216128913,4377046844,false,1580274666,2051,4553,1,7,22,63,7,144
5216128916,4377043559,false,1580274666,2059,3465,2,7,22,46,4,251
5216128917,4377055493,true,1580274666,2838,1612,1,0,22,22,3,227
5216129001,4377062066,false,1580274665,3569,493,1,7,22,26,3,123
5216129014,4377044857,false,1580274672,2043,2555,2,7,22,49,8,225
5216129109,4377037452,false,1580274665,1616,3489,1,0,22,43,4,154
5216129218,4377045048,true,1580274682,2045,1738,1,7,22,38,7,151
5216129302,4377045025,true,1580274692,2202,3082,2,0,22,35,4,145
5216129316,4377052729,true,1580274681,2828,3418,1,7,22,45,7,186
5216129318,4377035308,true,1580274688,1248,1858,1,7,22,33,3,145
5216129408,4377050296,true,1580274703,2535,2374,2,7,22,42,5,154
5216129409,4377039001,false,1580274697,1473,3945,5,7,22,67,7,187
5216129415,4377045190,false,1580274697,2184,699,2,7,22,22,3,227
5216129416,4377043901,false,1580274673,2123,1222,1,7,22,25,3,153
5216129419,4377047945,false,1580274686,2461,3321,3,7,22,53,6,184
5216129502,4377049705,true,1580274708,2514,4225,1,7,22,60,8,111
5216129511,4377048082,true,1580274707,2456,2823,3,7,22,53,6,152
5216129516,4377046053,false,1580274703,2255,3142,1,7,22,38,2,201
5216129517,4377050857,false,1580274694,2604,3887,1,7,22,48,4,144
5216129518,4377040813,true,1580274701,1880,3390,5,7,22,63,7,227
5216129604,4377053795,false,1580274711,2841,5070,1,0,22,50,2,133
5216129700,4377043526,false,1580274716,1899,1221,1,7,22,18,2,251
5216129712,4377044328,false,1580274717,2148,1420,3,7,22,28,4,227
5216129808,4377045776,true,1580274729,2193,1580,2,7,22,30,4,153
5216129809,4377046574,false,1580274730,2292,3808,4,7,22,59,7,193
5216129811,4377052026,false,1580274724,2735,3387,1,7,22,39,3,152
5216129812,4377040162,false,1580274722,1719,5645,5,7,22,79,6,123
5216129905,4377054426,false,1580274727,2660,2895,5,7,22,51,7,236
5216130011,4377050030,false,1580274736,2520,2233,3,7,22,35,4,201
5216130118,4377050616,true,1580274745,2564,4055,4,7,22,68,9,236
5216130207,4377040559,true,1580274747,1677,1139,1,7,22,29,3,251
5216130219,4377057957,false,1580274754,3121,2673,2,7,22,51,6,188
5216130303,4377042406,false,1580274756,1911,2511,3,7,22,43,7,227
5216130305,4377041992,false,1580274756,1948,3314,1,7,22,24,3,225
5216130319,4377049281,true,1580274740,2497,2292,2,7,22,28,5,236
5216130400,4377044964,true,1580274766,2147,2112,1,7,22,41,3,154
5216130506,4377069184,false,1580274774,4016,1711,1,7,22,36,3,151
5216130508,4377049806,true,1580274773,2437,2948,4,7,22,40,4,203
5216130510,4377053921,true,1580274776,2867,2800,2,7,22,40,7,183
5216130600,4377042511,false,1580274772,1906,3819,3,7,22,66,5,154
5216130602,4377054955,false,1580274764,2903,2316,1,7,22,18,4,241
5216130603,4377043752,false,1580274777,1924,3173,4,7,22,52,5,156
5216130606,4377042242,true,1580274783,1876,2320,2,7,22,45,6,232
5216130619,4377044402,true,1580274784,2087,4686,7,0,22,66,8,172
5216130702,4377054396,false,1580274784,2802,2999,2,7,22,57,4,156
5216130806,4377037147,true,1580274794,1384,3625,2,7,22,58,9,236
5216130807,4377043464,true,1580274771,1975,3370,2,7,22,48,2,156
5216130810,4377041756,false,1580274782,1782,3261,2,7,22,48,5,131
5216130910,4377033848,true,1580274798,1179,2274,3,0,22,36,3,227
5216131000,4377055206,false,1580274807,2936,2292,4,7,22,39,4,225
5216131001,4377054937,true,1580274807,2916,2757,1,7,22,30,3,232
5216131002,4377056437,false,1580274807,3012,3828,6,0,22,53,2,123
5216131011,4377047198,false,1580274807,2310,2818,2,7,22,44,7,182
5216131018,4377048545,true,1580274810,2433,1384,1,7,22,29,3,251
5216131019,4377044040,true,1580274809,2030,3824,7,7,22,61,9,188
5216131100,4377042846,false,1580274807,1886,2963,2,7,22,58,2,251
5216131102,4377058179,false,1580274813,3104,2743,2,7,22,49,4,155
5216131104,4377050696,true,1580274809,2467,3867,3,7,22,73,5,154
5216131105,4377046116,false,1580274809,2108,2751,2,7,22,62,5,251
5216131204,4377037587,false,1580274820,1439,902,1,7,22,24,4,151
5216131205,4377042680,false,1580274813,1942,2348,1,7,22,43,3,152
5216131207,4377052041,true,1580274811,2524,4385,4,7,22,68,7,201
5216131218,4377054408,true,1580274822,2792,3536,3,7,22,52,6,122
5216131314,4377044847,true,1580274826,2065,2345,1,7,22,30,3,111
5216131316,4377046730,true,1580274830,2214,2150,1,7,22,39,4,151
5216131318,4377043531,false,1580274824,1910,4106,2,7,22,61,8,111
5216131415,4377039492,true,1580274833,1521,3310,1,7,22,48,2,241
5216131416,4377047926,true,1580274828,2241,3040,1,0,22,26,5,223
5216131501,4377037955,true,1580274807,1205,4100,4,7,22,77,8,155
5216131502,4377054855,false,1580274839,2798,2540,1,7,22,34,5,122
5216131503,4377065447,false,1580274833,3679,2094,2,7,22,22,3,251
5216131618,4377039965,true,1580274848,1663,2828,1,7,22,49,4,155
5216131700,4377050542,false,1580274854,2518,1782,1,7,22,22,2,144
5216131702,4377068556,true,1580274855,3899,3702,2,7,22,54,6,122
5216131705,4377049096,true,1580274854,2330,1844,5,7,22,39,7,111
5216131706,4377063531,true,1580274853,3474,529,2,7,22,15,6,231
5216131707,4377052393,false,1580274854,2650,3367,2,7,22,43,6,188
5216131805,4377054166,false,1580274858,2719,1527,2,7,22,42,4,152
5216131807,4377044361,false,1580274854,1857,3079,1,7,22,53,3,251
5216131809,4377076159,true,1580274861,4409,4285,3,7,22,62,8,121
5216131903,4377056077,true,1580274861,2928,4215,4,7,22,55,7,155
5216131909,4377037031,true,1580274861,1341,1595,2,7,22,49,3,251
5216131916,4377053967,false,1580274869,2722,2872,3,0,22,44,4,123
5216132114,4377057459,true,1580274872,2934,2448,2,7,22,33,3,186
5216132115,4377051486,false,1580274871,2568,1638,1,7,22,49,3,144
5216132201,4377063829,true,1580274884,3556,3140,4,0,22,54,6,122
5216132202,4377050021,true,1580274865,2365,4566,1,7,22,54,4,145
5216132204,4377053254,true,1580274864,2687,4304,2,7,22,54,3,151
5216132216,4377053114,true,1580274881,2648,2581,1,7,22,33,2,154
5216132217,4377064866,true,1580274884,3581,3407,2,0,22,39,3,231
5216132218,4377047530,false,1580274885,2217,2047,1,7,22,25,2,156
5216132219,4377045061,false,1580274881,2045,2615,5,7,22,56,8,231
5216132301,4377055378,true,1580274893,2818,1493,1,7,22,30,3,251
5216132302,4377048337,false,1580274890,2271,3014,2,7,22,40,6,192
5216132315,4377056316,true,1580274894,2878,3316,2,7,22,38,6,134
5216132317,4377053596,false,1580274894,2716,1876,1,7,22,24,2,193
5216132319,4377044067,true,1580274890,1875,4132,5,7,22,62,8,134
5216132400,4377041077,true,1580274895,1623,4974,5,7,22,72,6,151
5216132401,4377042608,true,1580274899,1850,2879,1,0,22,40,7,227
5216132414,4377042766,false,1580274899,1784,3042,1,7,22,37,5,145
5216132418,4377052342,true,1580274898,2489,3094,5,7,22,51,7,227
5216132503,4377051833,true,1580274903,2453,3516,4,7,22,50,6,121
5216132515,4377043798,true,1580274906,1863,1808,1,7,22,28,8,227
5216132519,4377046905,false,1580274869,2034,4323,1,7,22,53,4,241
5216132600,4377051790,true,1580274907,2510,3004,1,7,22,46,4,152
5216132605,4377066238,true,1580274910,3679,4130,1,7,22,45,7,156
5216132608,4377047571,false,1580274915,2091,3698,2,7,22,61,5,155
5216132703,4377056243,false,1580274899,2900,1887,3,7,22,34,6,227
5216132705,4377051265,true,1580274920,2477,3906,1,7,22,62,3,151
5216132707,4377056981,false,1580274921,2830,1839,1,7,22,24,6,181
5216132716,4377049672,false,1580274918,2350,3287,1,7,22,43,2,145
5216132803,4377050804,true,1580274911,2403,3049,2,7,22,53,6,121
5216132812,4377042977,false,1580274928,1716,4240,2,7,22,50,9,123
5216132813,4377052593,false,1580274909,2609,2792,4,7,22,42,6,231
5216132814,4377051956,false,1580274924,2525,4163,1,7,22,49,5,202
5216132815,4377051157,false,1580274926,2512,3483,1,0,22,41,4,223
5216132816,4377044207,true,1580274924,1888,3136,3,7,22,45,7,121
5216132817,4377043214,false,1580274915,1771,2212,2,7,22,25,8,182
5216132818,4377048344,true,1580274921,2283,2692,1,7,22,32,3,184
5216132900,4377046346,false,1580274929,1980,2338,2,7,22,39,2,156
5216133203,4377048488,true,1580274941,2262,114,1,7,22,43,5,145
5216133205,4377045751,true,1580274953,1959,2860,6,0,22,42,4,231
5216133216,4377043766,false,1580274954,1885,4197,3,7,22,59,6,154
5216133217,4377042291,true,1580274954,1737,1708,2,0,22,37,5,182
5216133218,4377043516,true,1580274945,1819,2083,1,7,22,27,4,155
5216133219,4377044912,false,1580274949,1827,3717,1,7,22,46,4,151
5216133300,4377064344,false,1580274957,3573,2811,3,7,22,48,8,231
5216133312,4377054910,false,1580274958,2703,3530,4,7,22,55,7,227
5216133316,4377047581,false,1580274951,2163,1714,4,7,22,30,6,232
